swnval,pos,neg,neut,yval
0.25,0,0,2,0
1,1,0,8,0
0.875,1,1,12,0
1,0,0,1,0
1.03125,3,1,7,0
0.75,0,1,3,0
0.9375,1,1,4,0
1,0,0,2,0
0.75,0,1,3,0
1.3125,2,1,8,0
1.375,3,0,8,0
1.375,3,0,5,0
1.125,0,0,4,0
1.0,1,1,7,0
1.125,2,0,9,0
1.0625,1,1,2,0
0.75,2,1,7,0
1.5,1,1,8,0
1.0,1,1,0,0
1.25,1,1,3,0
1.125,3,0,3,0
1.025,3,2,6,0
0.375,1,2,12,0
1.3125,2,1,6,0
1.125,1,1,9,0
1.0,2,1,10,0
0.9375,0,0,7,0
0.9375,0,1,4,0
1.375,1,1,7,0
1,1,0,9,0
0.625,0,1,0,0
0.625,0,2,15,0
1.5,3,0,6,0
1,0,0,0,0
1.25,1,0,4,0
1.125,2,2,16,0
0.75,1,1,5,0
0.75,0,2,7,0
0.375,1,1,2,0
0.625,1,2,7,0
0.375,0,1,1,0
1.5,1,0,9,0
1,0,0,6,0
1.16666666667,2,2,8,0
1.1875,1,0,8,0
1,0,0,10,0
1.33333333333,3,1,8,0
0.75,0,2,3,0
1.0625,0,1,8,0
1.54166666667,3,1,7,0
1.25,2,2,8,0
1.125,2,0,9,0
0.95,3,4,7,0
1.04166666667,4,2,8,0
0.875,0,1,4,0
1.625,1,0,16,0
1.025,2,3,11,0
0.75,1,1,7,0
1.625,2,1,1,0
0.8125,0,1,7,0
1.125,1,0,3,0
0.25,0,2,5,0
0.75,1,1,6,0
0.75,0,1,5,0
0.5625,0,2,1,0
0.1875,0,2,2,0
1.3125,2,0,7,0
1,0,1,5,0
0.75,1,1,2,0
1,0,2,4,0
0.458333333333,0,2,4,0
1.5,2,0,7,0
1.09375,0,3,12,0
1.4375,2,0,3,0
1,0,0,3,0
1,1,0,1,0
0.75,2,1,10,0
1,0,0,11,0
1,1,0,6,0
1.125,1,0,1,0
0.875,0,0,0,0
1.25,1,1,6,0
0.916666666667,1,2,10,0
0.625,2,3,10,0
1.125,2,0,9,0
0.75,1,1,6,0
1.0,2,2,15,0
0.375,0,2,6,0
0.875,0,1,1,0
1.125,1,0,11,0
1.125,0,0,9,0
0.9375,2,0,8,0
1.875,1,0,13,0
0.75,0,1,4,0
1.02777777778,7,4,6,0
0.2845,1,2,1,0
1,0,0,1,0
0.958333333333,2,2,8,0
1.29166666667,5,1,5,0
0.8125,1,2,12,0
1.0,2,0,4,0
0.78125,1,2,3,0
1,0,0,5,0
1.625,1,0,1,0
0.75,0,1,1,0
0.479166666667,1,5,11,0
0.25,0,0,0,0
0.9375,2,0,8,0
1,1,0,5,0
1.0,1,1,9,0
1,1,0,5,0
1,0,0,7,0
0.9375,1,1,4,0
1,2,0,4,0
0.75,0,2,4,0
1.625,1,0,5,0
1,0,0,6,0
1.125,0,1,14,0
1.0,1,1,13,0
0.75,0,1,0,0
1.625,1,0,2,0
1.08928571429,5,1,11,0
0.525,1,2,7,0
0.5,1,1,6,0
1.19642857143,4,1,8,0
1.08333333333,3,0,8,0
1,0,0,5,0
1,0,0,1,0
1,0,0,14,0
1,1,1,5,0
0.875,1,0,0,0
1.03571428571,4,2,14,0
1,0,0,2,0
0.625,0,1,3,0
1.1875,2,0,2,0
1.125,1,1,5,0
1,0,0,4,0
0.875,1,1,4,0
0.75,2,2,10,0
1,0,0,4,0
0.875,1,1,0,0
1,0,0,3,0
0.875,1,3,15,0
1.05,2,2,3,0
1.0,0,1,0,0
1,1,0,0,0
1.625,1,1,5,0
0.875,1,3,9,0
1,0,1,6,0
0.75,1,1,5,0
1,0,0,8,0
1.0,2,0,9,0
0.25,0,1,1,0
0.625,1,0,10,0
1.125,1,0,2,0
0.9375,4,2,4,0
0.875,0,0,5,0
1.425,5,0,9,0
0.75,0,1,3,0
0.375,0,1,3,0
0.5,1,1,9,0
1,0,0,1,0
1.41666666667,3,0,7,0
1.625,1,1,11,0
0.875,1,3,13,0
0.75,1,1,1,0
1.04166666667,2,0,5,0
0.875,0,1,2,0
1.125,2,2,12,0
0.75,0,0,5,0
1.125,1,0,3,0
0.75,1,2,7,0
1.29166666667,2,1,4,0
0.625,0,0,11,0
1,0,0,5,0
1.375,1,0,2,0
0.916666666667,2,2,2,0
0.875,3,0,5,0
1.25,1,0,18,0
0.916666666667,2,1,7,0
1.5,1,0,9,0
1.25,4,0,7,0
0.5625,0,0,12,0
0.75,0,1,7,0
1.125,3,1,6,0
1,0,0,0,0
1.75,1,0,9,0
0.75,0,1,3,0
1.075,1,2,12,0
0.90625,1,1,10,0
1.4375,2,0,11,0
1.125,0,0,4,0
0.958333333333,2,2,5,0
0.5625,0,2,5,0
1.04166666667,3,1,11,0
0.916666666667,0,2,8,0
1,1,0,3,0
1,0,0,2,0
1,0,0,6,0
1.1875,1,1,12,0
0.75,0,1,8,0
1.0,3,2,8,0
1,1,1,6,0
0.875,4,2,9,0
1,0,0,4,0
0.96875,2,0,5,0
0.375,0,1,2,0
1.09375,2,0,11,0
0.916666666667,5,1,9,0
1.125,3,0,10,0
0.416666666667,1,2,10,0
1,0,0,2,0
0.625,0,0,1,0
0.96875,1,2,6,0
0.5,0,1,1,0
0.666666666667,3,3,7,0
0.375,0,1,11,0
1,0,0,3,0
1.25,2,1,3,0
1.25,4,1,7,0
1.5,2,0,4,0
0.75,2,0,0,0
0.875,4,2,14,0
1,0,0,0,0
1.125,5,1,8,0
1.25,2,1,8,0
1.0,3,2,7,0
1.3125,3,0,3,0
0.875,2,1,13,0
1.21875,2,1,9,0
1.0,2,1,2,0
1,1,0,2,0
1,1,0,5,0
1.10416666667,2,2,9,0
1.45833333333,1,1,11,0
1.15625,1,3,11,0
1.0,1,1,9,0
1,2,1,3,0
0.666666666667,0,3,14,0
1.54166666667,4,1,8,0
0.9375,1,1,7,0
1.3125,3,0,13,0
1,2,0,6,0
1.0,1,2,11,0
1,0,1,5,0
0.875,0,0,7,0
0.375,0,1,1,0
0.8125,0,2,9,0
0.916666666667,4,2,7,0
1,0,0,1,0
1.25,0,1,8,0
1.1875,1,2,3,0
1,0,1,4,0
1.04166666667,1,2,0,0
0.9375,3,3,14,0
1.1875,1,0,9,0
0.75,1,1,2,0
1.125,3,0,6,0
1.0,1,1,5,0
0.291666666667,1,2,5,0
1,1,1,6,0
0.416666666667,0,2,2,0
1,0,0,2,0
0.5,1,3,5,0
1.5,0,0,14,0
1.54166666667,4,0,6,0
0.416666666667,0,3,13,0
1.04166666667,2,1,4,0
1,0,0,9,0
1,1,0,1,0
1.0,3,2,10,0
1.20833333333,3,1,8,0
0.5625,1,2,8,0
1.25,1,2,0,0
0.875,0,0,7,0
1,0,0,5,0
1,1,0,7,0
1.5,1,0,7,0
1.29166666667,4,0,5,0
1.0,3,1,0,0
1.625,1,0,8,0
0.8125,0,3,4,0
0.75,1,1,6,0
1.0,2,1,7,0
1,0,1,3,0
1.125,2,0,15,0
0.75,1,1,5,0
1,0,0,0,0
0.725,4,4,13,0
0.875,0,1,2,0
0.375,0,0,3,0
0.875,0,3,4,0
1,1,0,3,0
1.08333333333,1,2,10,0
1.25,2,0,15,0
1.28125,3,1,6,0
1.125,2,2,7,0
0.375,0,1,3,0
1,0,0,5,0
0.3125,1,1,11,0
1.25,3,1,12,0
1,0,0,4,0
1.5,1,0,8,0
0.9375,2,1,16,0
1.125,1,0,4,0
0.875,0,2,5,0
0.75,1,1,7,0
0.25,0,1,3,0
0.375,0,1,3,0
1.125,1,0,13,0
1,0,0,7,0
1,0,0,4,0
1.3125,5,0,9,0
1.34375,0,1,16,0
1.25,2,0,4,0
1.29166666667,3,0,9,0
0.75,0,1,13,0
1.0625,2,0,14,0
1.25,1,0,4,0
0.5,1,0,5,0
0.375,0,1,5,0
1,0,0,4,0
1,0,0,5,0
0.75,1,0,1,0
1.25,4,0,7,0
1.04166666667,1,2,2,0
0.75,0,2,3,0
1.15625,4,3,7,0
1.04166666667,2,1,8,0
0.8125,2,1,8,0
1,0,1,2,0
1.0,1,2,3,0
1.1875,0,0,3,0
1.375,1,0,7,0
1.125,2,2,8,0
0.958333333333,2,1,4,0
1,0,0,6,0
1,0,0,3,0
1.45833333333,1,1,11,0
0.958333333333,2,2,16,0
1.40625,4,0,7,0
1.5,4,0,8,0
1.15,2,1,11,0
1.1875,3,2,8,0
0.975,3,1,6,0
1.375,3,0,1,0
0.8125,0,2,9,0
1.125,2,1,12,0
1.21875,2,1,8,0
1.16666666667,2,2,8,0
1.3125,2,1,3,0
1.25,4,0,11,0
1.375,5,0,2,0
1.4375,2,0,7,0
0.25,0,1,2,0
1.5,3,0,4,0
1,0,0,13,0
0.8125,1,2,11,0
1,0,0,3,0
1.08333333333,3,1,8,0
0.78125,0,3,1,0
0.8125,1,2,7,0
1,0,0,3,0
1,0,0,12,0
1.29166666667,3,0,1,0
1,2,0,3,0
0.875,2,4,14,0
1,0,0,4,0
1,0,0,2,0
1.0625,1,2,13,0
1,0,0,7,0
1.0,3,2,11,0
1.15625,1,2,5,0
0.375,0,1,1,0
1,0,0,4,0
1,0,0,8,0
0.375,1,1,9,0
0.75,3,2,14,0
1.25,2,0,2,0
1.875,0,0,9,0
0.875,0,1,1,0
1.125,2,0,6,0
0.916666666667,1,2,1,0
1.2,3,1,4,0
0.8125,0,1,7,0
0.958333333333,3,1,8,0
1.625,1,0,3,0
1.0,2,3,10,0
1.125,1,0,3,0
1.175,3,1,5,0
1.3,3,0,16,0
1.375,1,0,4,0
1,1,0,7,0
0.9375,1,1,14,0
1,1,0,5,0
0.75,0,1,4,0
1,0,0,1,0
0.625,0,2,10,0
1.04166666667,4,1,7,0
1.25,2,0,1,0
1,0,0,8,0
0.375,0,1,0,0
0.75,2,1,10,0
1.125,1,0,5,0
1.25,2,1,8,0
0.8125,1,1,6,0
0.75,1,3,9,0
0.875,2,1,14,0
0.4375,0,3,1,0
1,0,0,4,0
1,0,0,7,0
0.625,1,2,7,0
1.35416666667,6,0,10,0
1.0,2,1,9,0
0.75,1,1,5,0
1.125,1,1,7,0
1.125,1,0,2,0
1.25,1,0,3,0
1,0,0,0,0
1.625,0,0,4,0
1.625,2,0,1,0
1,0,0,6,0
0.9375,2,1,3,0
1.0,3,2,8,0
0.75,0,2,6,0
1,1,0,3,0
1.5,2,0,9,0
0.0,0,2,10,0
1.40625,4,0,3,0
0.916666666667,1,1,3,0
1.1875,1,1,4,0
1.0625,2,0,8,0
0.9375,1,1,6,0
1.1875,1,1,6,0
1,0,0,3,0
0.875,2,1,12,0
1,1,0,1,0
1.1875,2,0,5,0
1.5,1,0,16,0
0.84375,1,3,2,0
1.3125,4,1,10,0
0.90625,2,2,13,0
1,0,0,0,0
0.875,1,1,3,0
1.08333333333,1,1,5,0
1.25,5,1,11,0
1.125,1,0,6,0
0.625,0,2,9,0
1.3125,2,0,8,0
1,0,0,3,0
1,0,0,0,0
1.25,2,1,15,0
0.958333333333,0,3,8,0
1,0,0,4,0
1.41666666667,3,0,10,0
0.875,3,0,9,0
1,1,0,7,0
1.078125,3,4,8,0
1,1,1,17,0
1.625,1,0,4,0
0.9375,1,1,13,0
0.625,1,1,3,0
1,1,0,12,0
1,1,0,3,0
1.125,4,1,8,0
0.875,0,2,3,0
1.5625,4,0,6,0
1.0,3,1,4,0
0.984375,4,3,12,0
1,1,0,10,0
1,0,0,1,0
1.625,4,0,5,0
0.75,0,2,4,0
1,1,0,7,0
0.75,0,1,1,0
1.5,4,0,10,0
1.0,1,1,18,0
0.125,1,1,5,0
1.0,2,1,8,0
1.0,2,2,7,0
1,2,1,8,0
1,0,0,6,0
0.8125,0,1,9,0
0.625,0,2,10,0
1.25,2,0,10,0
1,0,0,8,0
0.75,0,1,11,0
1.25,3,1,6,0
0.8125,1,1,3,0
0.875,0,2,7,0
0.902777777778,3,4,9,0
0.958333333333,2,2,16,0
1,1,0,5,0
1.25,1,0,6,0
0.4375,0,2,2,0
0.5,0,1,7,0
0.375,0,1,2,0
1,1,0,2,0
1.125,2,0,3,0
0.875,0,1,5,0
1,0,0,4,0
1,0,0,2,0
1.75,2,2,10,0
1.125,2,2,3,0
1.1875,5,1,7,0
1.15625,2,1,12,0
1,0,0,4,0
1.5,1,0,3,0
0.875,0,0,5,0
1.0,1,1,11,0
1,0,0,3,0
1.325,3,1,4,0
0.8125,0,1,5,0
0.975,1,2,6,0
0.125,0,2,7,0
1.0,1,1,3,0
1,0,0,4,0
1.15625,3,1,16,0
1.0,0,1,3,0
0.1875,1,3,9,0
0.375,0,1,8,0
1,0,0,7,0
1,1,0,0,0
1.1875,3,0,2,0
0.5625,0,1,11,0
1.1875,1,1,6,0
1,0,0,8,0
1.375,2,0,9,0
1.0,0,2,2,0
0.875,0,1,4,0
1,1,0,4,0
1.0,1,1,4,0
0.6875,1,2,8,0
1.25,0,0,12,0
1.125,1,1,2,0
0.75,0,0,2,0
1.125,3,2,8,0
0.875,1,0,4,0
0.75,0,2,10,0
1.375,1,0,15,0
1,0,0,0,0
0.75,0,1,6,0
1.375,1,0,2,0
0.7,3,1,13,0
1.375,1,0,8,0
1,0,0,3,0
1.25,2,0,16,0
1,0,0,3,0
1.1875,1,1,1,0
1.125,1,1,4,0
1.375,2,0,7,0
1.125,1,0,11,0
0.541666666667,0,2,8,0
0.689666666667,1,2,2,0
1.25,1,0,4,0
0.875,1,0,5,0
1.125,1,1,6,0
0.875,1,2,9,0
0.625,0,1,0,0
0.25,1,1,7,0
1.1875,2,0,13,0
1.5,1,1,5,0
1,0,1,1,0
1,0,1,4,0
0.75,0,1,12,0
0.75,0,1,1,0
0.8125,2,1,5,0
1.0,1,1,3,0
0.75,0,2,11,0
1.125,2,0,10,0
0.916666666667,1,3,5,0
0.96875,2,1,5,0
1.125,4,2,10,0
1.3125,3,2,7,0
1,0,0,1,0
1.5,3,0,8,0
1.0,2,0,8,0
0.5,0,1,11,0
1.075,3,2,5,0
1.125,1,0,1,0
1.125,1,0,5,0
1.25,2,0,10,0
1,0,0,6,0
1.04166666667,3,1,4,0
0.958333333333,3,1,6,0
1.125,1,0,2,0
0.875,1,2,12,0
0.95,4,2,2,0
0.75,0,2,9,0
1.25,0,0,16,0
0.90625,2,3,11,0
0.583333333333,1,3,7,0
1.1875,3,1,14,0
1.125,1,1,9,0
0.5,0,1,5,0
1.0625,2,1,8,0
1.625,0,0,4,0
0.708333333333,0,2,4,0
1,0,0,3,0
0.8125,0,1,2,0
1.5,2,0,5,0
1,0,0,3,0
1.125,5,3,15,0
0.375,0,2,4,0
1,0,0,6,0
0.625,0,1,1,0
1.0,1,1,1,0
1,0,0,1,0
1,0,1,3,0
1,0,1,2,0
1,0,0,5,0
0.75,0,1,3,0
0.75,1,1,0,0
1,0,0,9,0
0.916666666667,2,2,5,0
0.96875,3,2,10,0
0.875,1,1,1,0
1,2,2,9,0
1,0,0,2,0
1.125,0,0,1,0
0.666666666667,3,2,10,0
1,1,0,3,0
0.375,0,1,7,0
0.75,1,0,3,0
1.04166666667,2,1,10,0
1.5,0,0,5,0
1.125,1,0,16,0
1,0,0,2,0
0.9375,1,1,5,0
0.375,0,1,2,0
1.15625,3,3,12,0
1.125,1,0,1,0
1,0,1,3,0
0.71875,1,3,12,0
1.0625,0,1,10,0
1.0,1,1,10,0
1.625,1,0,5,0
1,0,1,5,0
1.125,2,0,2,0
0.583333333333,0,2,9,0
1.125,1,0,11,0
1,0,0,1,0
0.979166666667,2,4,7,0
1.25,5,0,4,0
1.296875,4,1,8,0
0.9375,0,0,6,0
1.25,1,0,8,0
1.0,1,1,1,0
1.125,2,0,5,0
1.1875,4,0,13,0
1,1,0,6,0
1.125,1,0,1,0
1,0,0,9,0
1.125,0,1,6,0
1,0,0,10,0
0.375,0,0,1,0
1.09375,3,1,8,0
1.125,1,0,6,0
0.75,1,2,8,0
1.125,0,0,6,0
0.625,0,1,4,0
0.625,1,2,4,0
0.583333333333,2,1,7,0
1,0,1,1,0
1,0,0,8,0
1,0,0,1,0
1.21875,3,0,9,0
1.1875,2,1,7,0
1.0625,3,1,1,0
0.875,2,1,5,0
1.125,2,1,2,0
1.3125,1,0,9,0
1.15625,2,2,0,0
0.75,1,1,3,0
0.916666666667,0,2,7,0
0.791666666667,2,5,4,0
1.0,3,1,4,0
1,0,0,3,0
0.5,0,2,2,0
1.375,0,0,3,0
1.125,1,0,1,0
1.5,1,1,9,0
1,0,0,4,0
0.6875,0,2,6,0
0.375,0,1,1,0
1.0625,1,3,5,0
1.625,1,0,6,0
1,0,0,2,0
1.07142857143,5,0,11,0
0.833333333333,2,2,9,0
0.375,0,2,3,0
1.08333333333,2,2,11,0
0.875,1,1,7,0
0.375,2,1,10,0
1.1875,1,0,8,0
1.34375,4,0,12,0
0.541666666667,0,3,6,0
0.916666666667,2,1,3,0
1.1,3,1,9,0
1.04166666667,1,1,1,0
1.5,1,0,3,0
0.125,1,1,5,0
1,0,0,2,0
0.8125,0,2,10,0
0.875,1,0,3,0
1,0,0,2,0
1,0,0,7,0
1.16666666667,3,0,8,0
1,0,1,5,0
1,0,0,4,0
0.75,0,2,5,0
1.25,1,1,1,0
1,0,0,7,0
0.6875,1,2,5,0
0.75,3,1,10,0
0.75,0,1,4,0
1.29166666667,6,1,13,0
1.5,1,0,2,0
1.5,1,0,8,0
1,0,0,5,0
1.25,1,0,0,0
1.125,2,0,8,0
0.875,0,0,7,0
1.25,1,1,11,0
1,0,0,5,0
1,1,0,3,0
1.25,2,1,10,0
1,0,0,4,0
1.125,1,2,1,0
1.1875,3,1,9,0
0.875,0,1,5,0
1.125,1,1,3,0
1.375,1,0,8,0
1,0,0,4,0
1.125,0,2,3,0
0.75,0,2,2,0
1.0,3,2,10,0
0.75,1,1,4,0
1.0625,1,1,1,0
0.75,0,1,3,0
0.7,2,4,12,0
1,0,0,5,0
1,0,0,4,0
0.875,3,1,11,0
1.0,2,2,14,0
1,1,0,11,0
1.25,1,0,5,0
1.125,3,0,15,0
1.0625,3,1,5,0
1,0,0,2,0
1.5,2,0,7,0
1,0,0,5,0
0.928571428571,3,4,12,0
0.75,2,1,9,0
1,0,1,4,0
1,1,0,11,0
0.75,0,1,10,0
1,0,0,3,0
1,1,0,18,0
1,0,0,4,0
0.727375,2,5,16,0
0.9375,1,1,4,0
1.125,2,1,5,0
1.17857142857,5,2,1,0
0.375,0,1,1,0
1,1,0,4,0
1.125,1,0,3,0
0.958333333333,1,1,2,0
0.75,1,1,7,0
1,0,0,2,0
1.3125,1,1,11,0
1.375,2,1,2,0
1.0,1,2,20,0
0.59375,1,4,0,0
1.1875,2,0,5,0
1.0625,0,1,4,0
0.90625,1,5,15,0
1.125,1,0,9,0
0.75,1,0,12,0
0.9375,2,1,16,0
1.15,3,1,5,0
1,0,0,6,0
1.1875,1,0,8,0
1.3125,4,1,16,0
0.25,1,2,3,0
1.375,2,1,4,0
1,0,1,1,0
1.0,2,1,6,0
1,0,0,3,0
1.125,0,0,4,0
0.9375,3,1,9,0
0.7985,2,2,4,0
0.75,2,1,18,0
1,0,0,15,0
1,1,0,3,0
1,1,0,2,0
0.625,0,0,1,0
1,2,0,9,0
1,0,0,3,0
0.25,0,1,6,0
0.9375,1,1,8,0
0.9375,2,1,9,0
1.1875,2,0,5,0
0.75,0,1,2,0
0.583333333333,1,4,11,0
1,0,0,2,0
0.875,0,1,3,0
0.875,0,1,7,0
1.5,1,0,5,0
1.0,1,1,4,0
1,1,0,3,0
1.25,0,0,4,0
0.75,1,2,3,0
1.1875,1,1,6,0
1.0,3,2,5,0
0.375,0,2,7,0
1.125,2,1,8,0
1.1875,1,0,12,0
1.09375,3,4,12,0
1.625,0,0,9,0
1.125,3,0,10,0
1.125,2,0,4,0
0.75,0,2,4,0
1.125,1,0,7,0
1.375,2,0,6,0
0.9375,2,1,5,0
0.75,0,1,7,0
0.9375,1,2,17,0
1.04166666667,1,1,11,0
0.8125,0,2,6,0
0.75,0,1,3,0
1,0,0,4,0
0.5,0,2,7,0
1.5,1,0,13,0
0.875,0,1,2,0
1,1,0,5,0
1.125,2,0,6,0
0.9375,3,1,9,0
0.9,2,4,11,0
1,1,0,4,0
1,1,0,6,0
1.54166666667,3,0,8,0
1.20833333333,2,1,10,0
0.875,0,0,5,0
1,0,0,1,0
0.958333333333,2,1,5,0
1,1,0,4,0
1.125,2,0,9,0
1.5,2,1,11,0
1.04166666667,4,0,16,0
1,1,1,1,0
1.125,1,0,4,0
0.625,0,1,3,0
1,0,0,5,0
1.0,1,0,15,0
1.0,3,3,6,0
1.5,1,1,4,0
0.625,2,2,3,0
1.0,0,1,3,0
1,0,0,5,0
1.125,1,1,9,0
1,0,0,1,0
1.125,1,0,2,0
1,0,0,6,0
1.02083333333,3,2,13,0
1.0,2,2,6,0
1.125,2,0,3,0
0.375,0,1,6,0
0.75,2,1,11,0
1,1,0,2,0
0.25,1,2,11,0
1.27083333333,6,1,10,0
1,1,0,3,0
1,0,0,3,0
1.0,1,1,6,0
0.5,2,1,13,0
1,0,0,12,0
0.25,0,1,2,0
1.125,1,0,3,0
1.0625,4,2,10,0
0.5,0,1,4,0
1.875,1,1,10,0
0.75,0,1,14,0
1.125,1,0,5,0
1.3125,3,2,14,0
0.916666666667,2,2,12,0
1.375,3,1,8,0
1,0,0,4,0
1.125,2,1,6,0
1,0,0,6,0
1,0,0,3,0
0.875,0,1,4,0
1.125,0,0,8,0
0.75,0,1,9,0
1,0,0,1,0
0.875,2,1,6,0
1,0,0,1,0
1.16666666667,3,1,11,0
1.375,3,0,13,0
1.0625,1,0,9,0
0.625,1,1,6,0
1.5,1,0,1,0
1,0,0,2,0
1,1,0,11,0
1,1,0,2,0
0.5625,0,2,1,0
1.375,4,2,17,0
1.20833333333,2,1,9,0
1.125,0,0,5,0
1.04166666667,2,2,6,0
1.125,1,1,6,0
1.0,3,1,7,0
0.625,1,1,12,0
0.875,1,1,3,0
0.7888,2,2,12,0
1.0,3,1,9,0
0.8125,1,1,5,0
0.9375,0,1,4,0
1.33333333333,2,1,1,0
0.916666666667,2,3,7,0
0.125,0,0,3,0
1.1,3,1,6,0
1.375,2,1,4,0
0.7,3,3,6,0
0.84375,2,2,5,0
0.8125,0,2,3,0
1,0,0,1,0
0.25,1,1,1,0
1.0625,1,1,11,0
1,0,2,2,0
1,1,0,4,0
0.90625,3,2,4,0
0.375,1,1,4,0
1.125,1,0,4,0
1.1875,5,0,10,0
0.767857142857,1,6,9,0
1.125,0,0,1,0
0.375,1,1,11,0
0.458333333333,0,1,7,0
0.875,0,1,6,0
0.875,1,1,5,0
1.3125,2,0,8,0
1.04166666667,3,2,13,0
1.125,1,1,6,0
0.583333333333,2,1,4,0
0.9375,2,2,9,0
1.25,2,0,6,0
0.875,1,0,9,0
0.767857142857,1,6,10,0
1.125,1,0,5,0
0.875,0,1,4,0
1,0,0,6,0
1.1875,2,2,8,0
1.25,1,0,3,0
0.875,0,1,0,0
1.625,1,0,5,0
0.375,2,1,3,0
0.916666666667,2,2,8,0
0.875,2,0,13,0
0.8125,1,2,5,0
1,0,0,3,0
0.25,0,1,7,0
0.3125,0,2,9,0
0.625,0,2,17,0
0.75,1,0,3,0
1.375,1,0,1,0
1.0625,4,1,3,0
1.5,4,0,6,0
0.625,1,1,9,0
1,0,0,12,0
0.75,0,1,3,0
1,2,0,14,0
1.125,1,1,10,0
0.375,0,1,4,0
0.5625,0,1,13,0
0.96875,2,3,2,0
1.04166666667,2,1,13,0
0.6875,1,1,1,0
1,0,0,5,0
1,0,0,2,0
1.125,1,0,5,0
1,0,0,3,0
1.125,1,0,1,0
1.625,2,0,18,0
0.916666666667,1,2,5,0
1,0,1,3,0
1.375,6,0,11,0
1.4375,2,0,2,0
1,0,0,1,0
1.5,3,0,2,0
1.0,2,1,4,0
0.875,1,1,10,0
0.5,0,1,1,0
1.0,1,0,6,0
0.75,0,1,0,0
1,0,1,1,0
1.4375,2,0,7,0
0.9375,1,3,8,0
0.25,0,1,8,0
1.5,1,0,0,0
1,0,0,7,0
1.20833333333,2,0,11,0
0.791666666667,2,2,4,0
1.5,2,0,1,0
1.33333333333,3,1,13,0
0.375,0,1,2,0
0.75,0,1,8,0
1.125,2,0,11,0
1,0,0,4,0
1.125,1,0,2,0
0.875,0,1,8,0
1.1875,3,0,13,0
0.875,2,0,3,0
1.375,2,0,12,0
0.75,0,1,2,0
1.1875,1,1,4,0
1.0625,1,3,11,0
1.25,2,0,11,0
1,0,0,7,0
1.25,1,1,7,0
0.75,1,0,4,0
1,1,0,7,0
1.0,3,3,5,0
0.791666666667,2,5,11,0
0.75,0,1,3,0
1.125,1,0,14,0
1,0,0,0,0
0.3125,0,2,12,0
0.75,4,3,6,0
0.875,1,1,5,0
1,0,0,5,0
1.125,1,0,9,0
1.625,1,1,2,0
1,0,0,3,0
1.29166666667,4,3,9,0
1,1,0,12,0
1.45833333333,1,1,13,0
1,0,0,4,0
1.35714285714,5,1,9,0
1,0,0,9,0
0.875,1,1,7,0
1.625,1,1,7,0
0.75,1,1,3,0
0.958333333333,3,2,5,0
1.0,1,0,4,0
0.90625,3,0,4,0
1.1875,1,0,5,0
1.54166666667,3,0,13,0
1.5,1,0,6,0
1,0,0,6,0
0.708333333333,1,1,1,0
0.9375,1,2,8,0
0.75,1,1,0,0
0.875,1,2,12,0
1,0,0,8,0
1,0,0,5,0
1,0,0,5,0
1.25,1,0,3,0
1,1,1,5,0
0.5625,1,2,10,0
1.6875,2,0,9,0
0.625,0,1,4,0
1.25,1,0,3,0
1.25,1,0,12,0
0.916666666667,2,1,2,0
1.25,1,0,7,0
0.875,0,1,5,0
1.125,2,0,8,0
1.125,2,0,8,0
1.625,1,0,3,0
1.5,1,1,10,0
1.125,1,0,0,0
1,0,0,5,0
1,0,1,2,0
1.125,1,0,4,0
0.9375,3,3,8,0
1.41666666667,3,1,4,0
1.125,2,1,4,0
1.125,1,1,8,0
1,0,0,3,0
0.75,0,1,11,0
1,1,0,2,0
0.75,0,2,2,0
0.625,0,1,6,0
0.875,0,0,7,0
0.375,1,1,1,0
0.833333333333,1,2,9,0
0.708333333333,1,2,3,0
1.3125,2,0,5,0
1.125,2,1,6,0
1,0,0,5,0
0.5625,0,3,4,0
0.75,1,1,10,0
0.8125,1,1,2,0
1.3125,2,0,14,0
1.25,2,0,3,0
1.125,1,1,9,0
1.25,1,1,8,0
1.5,0,0,6,0
1.04166666667,2,1,2,0
1.1875,2,1,5,0
1.20833333333,2,0,6,0
0.375,0,1,4,0
1,1,0,18,0
1.16666666667,1,2,17,0
1.1875,1,1,3,0
0.75,2,2,4,0
1,0,0,5,0
0.125,0,1,4,0
0.75,1,1,0,0
1.25,3,0,5,0
1.20833333333,3,0,8,0
0.875,0,1,2,0
1.29166666667,5,1,0,0
1.1875,1,2,17,0
1,1,0,5,0
0.8125,1,1,2,0
1.125,2,1,3,0
1,0,1,11,0
0.8125,1,1,2,0
1.625,1,0,2,0
1.25,1,0,4,0
1,0,0,2,0
1,1,0,1,0
0.375,1,1,1,0
1.45833333333,3,0,6,0
1.125,1,1,8,0
1.21875,4,0,5,0
1.125,3,0,3,0
1.16071428571,5,3,3,0
0.25,1,1,8,0
1.125,2,1,2,0
0.666666666667,3,2,8,0
0.75,1,2,12,0
1.375,1,0,6,0
1,0,0,3,0
1.08333333333,2,1,6,0
1.4375,1,0,4,2
0.875,0,0,5,2
1.25,4,0,13,2
1.16666666667,4,3,8,2
1,0,0,4,2
1.125,4,0,10,2
1.375,2,0,1,2
1.225,5,0,8,2
1,0,0,5,2
0.833333333333,2,2,5,2
1.25,1,1,9,2
1.4375,2,0,7,2
1.4375,0,0,2,2
0.958333333333,2,0,14,2
1.05,3,2,9,2
1.5,2,0,1,2
1.33333333333,1,1,10,2
1,2,0,2,2
1.25,2,0,10,2
